step,epoch,loss
527,5,0.0014075679937377572
528,5,0.0017369311535730958
529,5,0.0017477148212492466
530,5,0.0015037866542115808
531,5,0.0011344149243086576
532,5,0.001443947316147387
533,5,0.002562362002208829
534,5,0.000977642135694623
535,5,0.0011395297478884459
536,5,0.0015436036046594381
537,5,0.0015847831964492798
538,5,0.0011314662406221032
539,5,0.0011519179679453373
540,5,0.001230471534654498
541,5,0.0011681229807436466
542,5,0.001218504155986011
543,5,0.0013243588618934155
544,5,0.0009050386142916977
545,5,0.001753701362758875
546,5,0.0012785200960934162
547,5,0.001732354168780148
548,5,0.0013145928969606757
549,5,0.0014660466695204377
550,5,0.0013609599554911256
551,5,0.001421027584001422
552,5,0.0014272512635216117
553,5,0.0008058717357926071
554,5,0.001311678672209382
555,5,0.00164031982421875
556,5,0.0012216221075505018
557,5,0.0011130726197734475
558,6,0.0018650918500497937
559,6,0.001856329501606524
560,6,0.0014733695425093174
561,6,0.0015918681165203452
562,6,0.0010932632721960545
563,6,0.0014374495949596167
564,6,0.0009507195209152997
565,6,0.0014720155159011483
566,6,0.001167474896647036
567,6,0.0016213475028052926
568,6,0.000984014244750142
569,6,0.0012707228306680918
570,6,0.0015163106145337224
571,6,0.0013276522513478994
572,6,0.001237854128703475
573,6,0.001269252272322774
574,6,0.001652832725085318
575,6,0.0013595671625807881
576,6,0.001296824892051518
577,6,0.0013170595047995448
578,6,0.001985487062484026
579,6,0.0014802641235291958
580,6,0.0013191892066970468
581,6,0.0009410962811671197
582,6,0.0014835346955806017
583,6,0.0009461977751925588
584,6,0.0013102540979161859
585,6,0.0013818995794281363
586,6,0.0012502555036917329
587,6,0.001247380394488573
588,6,0.0016533335437998176
589,6,0.0015040809521451592
590,6,0.001636882429011166
591,6,0.0012195418821647763
592,6,0.0016394703416153789
593,6,0.0010069749550893903
594,6,0.0017845021793618798
595,6,0.0014199716970324516
596,6,0.001249048043973744
597,6,0.001064273645170033
598,6,0.0011534836376085877
599,6,0.0017528623575344682
600,6,0.001433006371371448
601,6,0.0014058357337489724
602,6,0.001663613598793745
603,6,0.001247722771950066
604,6,0.0013411774998530746
605,6,0.0010826701764017344
606,6,0.0019183324184268713
607,6,0.0011595558607950807
608,6,0.0014641938032582402
609,6,0.00099275226239115
610,6,0.0012521184980869293
611,6,0.0014620564179494977
612,6,0.0010367936920374632
613,6,0.0013874719152227044
614,6,0.0011496237711980939
615,6,0.0012857323745265603
616,6,0.0009136680164374411
617,6,0.0012025460600852966
618,6,0.0011452535400167108
619,6,0.0014800091739743948
620,6,0.002016223268583417
621,6,0.0014068374875932932
622,6,0.0015255470061674714
623,6,0.0015509423101320863
624,6,0.001257345313206315
625,6,0.0011487067677080631
626,6,0.0012863313313573599
627,6,0.0011485912837088108
628,6,0.0014258857117965817
629,6,0.0012016822583973408
630,6,0.001188641763292253
631,6,0.0013488371623679996
632,6,0.0013528884155675769
633,6,0.001111410791054368
634,6,0.001554488786496222
635,6,0.0014708316884934902
636,6,0.0019627767615020275
637,6,0.0013250401243567467
638,6,0.0014706463553011417
639,6,0.0015861211577430367
640,6,0.001563912839628756
641,6,0.000981142744421959
642,6,0.0012709120055660605
643,6,0.0009687981801107526
644,6,0.0010296348482370377
645,6,0.001191640505567193
646,6,0.0010588690638542175
647,6,0.001016289577819407
648,6,0.0014505920698866248
649,6,0.0013867025263607502
650,6,0.0010092626325786114
651,7,0.001135787577368319
652,7,0.0012245300458744168
653,7,0.001440071384422481
654,7,0.0016788638895377517
655,7,0.00183358252979815
656,7,0.0012744981795549393
657,7,0.0013234325451776385
658,7,0.0018624253571033478
659,7,0.0016071738209575415
660,7,0.001374686835333705
661,7,0.001413412974216044
662,7,0.0015704043908044696
663,7,0.0016080603236332536
664,7,0.0016650717006996274
665,7,0.0015697316266596317
666,7,0.0008937048260122538
667,7,0.001162232249043882
668,7,0.001088460674509406
669,7,0.0014682044275105
670,7,0.0017475893255323172
671,7,0.0015685171820223331
672,7,0.0014449470909312367
673,7,0.0019763228483498096
674,7,0.002359610516577959
675,7,0.001792015740647912
676,7,0.0014020170783624053
677,7,0.001087885000742972
678,7,0.0011176994303241372
679,7,0.0007917355396784842
680,7,0.0022147800773382187
681,7,0.0011753553990274668
682,7,0.001682786620222032
683,7,0.0014710875693708658
684,7,0.0017671858659014106
685,7,0.002009277231991291
686,7,0.0012421875726431608
687,7,0.0018069177167490125
688,7,0.0019235749496147037
689,7,0.0017169216880574822
690,7,0.0010799976298585534
691,7,0.0019844993948936462
692,7,0.0017583250300958753
693,7,0.0014026319840922952
694,7,0.0017114914953708649
695,7,0.0011415915796533227
696,7,0.000794953026343137
697,7,0.001028138562105596
698,7,0.0018632215214893222
699,7,0.0012486607301980257
700,7,0.0013858916936442256
701,7,0.0015044283354654908
702,7,0.0016749913338571787
703,7,0.0015571346739307046
704,7,0.0015739393420517445
705,7,0.001628125086426735
706,7,0.0020807948894798756
707,7,0.0012428771005943418
708,7,0.002027476904913783
709,7,0.0010296220425516367
710,7,0.0017494865460321307
711,7,0.0015183386858552694
712,7,0.0009554016287438571
713,7,0.0012718801153823733
714,7,0.001228291541337967
715,7,0.0013485567178577185
716,7,0.0012430273927748203
717,7,0.0012288058642297983
718,7,0.0013953449670225382
719,7,0.001749786431901157
720,7,0.0011129174381494522
721,7,0.0012710163136944175
722,7,0.0010444166837260127
723,7,0.001246896106749773
724,7,0.0017051228787750006
725,7,0.0014768448891118169
726,7,0.001735877594910562
727,7,0.0015073588583618402
728,7,0.0014516738010570407
729,7,0.001003219629637897
730,7,0.0018698606872931123
731,7,0.0013157015200704336
732,7,0.0017002165550366044
733,7,0.0015310116577893496
734,7,0.000983122969046235
735,7,0.000798188557382673
736,7,0.001601716736331582
737,7,0.001364633091725409
738,7,0.0010704927844926715
739,7,0.0012364669237285852
740,7,0.0010172880720347166
741,7,0.0016876553418114781
742,7,0.0013752104714512825
743,7,0.0010734271490946412
744,8,0.0010509341955184937
745,8,0.002156550530344248
746,8,0.0015201562782749534
747,8,0.0016503423685207963
748,8,0.0011743820505216718
749,8,0.001069622696377337
750,8,0.0011085940059274435
751,8,0.0010217404924333096
752,8,0.001452706172131002
753,8,0.0014309773687273264
754,8,0.0013962251832708716
755,8,0.000910540868062526
756,8,0.001576449372805655
757,8,0.002047361573204398
758,8,0.0011849290458485484
759,8,0.0011599701829254627
760,8,0.0017033382318913937
761,8,0.0012044719187542796
762,8,0.0017777784960344434
763,8,0.0010415537981316447
764,8,0.0014370700810104609
765,8,0.0017435521585866809
766,8,0.0015194668667390943
767,8,0.0010278811678290367
768,8,0.0009238310158252716
769,8,0.0014241650933399796
770,8,0.0013273892691358924
771,8,0.0012385506415739655
772,8,0.0009341854602098465
773,8,0.0012700073421001434
774,8,0.0012439618585631251
775,8,0.001434421632438898
776,8,0.0015717778587713838
777,8,0.0013447130331769586
778,8,0.001245548715814948
779,8,0.001341225579380989
780,8,0.0018789122113958001
781,8,0.0015768802259117365
782,8,0.0013633685884997249
783,8,0.0013154984917491674
784,8,0.001225432031787932
785,8,0.0016692705685272813
786,8,0.0009427751647308469
787,8,0.0013985862024128437
788,8,0.001320251147262752
789,8,0.0015942244790494442
790,8,0.0012533838162198663
791,8,0.0012108886148780584
792,8,0.001296782516874373
793,8,0.0019024107605218887
794,8,0.0014017646899446845
795,8,0.0020347321406006813
796,8,0.001103930757381022
797,8,0.0014702110784128308
798,8,0.001009246101602912
799,8,0.0011499403044581413
800,8,0.001438864041119814
801,8,0.0012420130660757422
802,8,0.0013843579217791557
803,8,0.0012979331659153104
804,8,0.0016415620921179652
805,8,0.0012092511169612408
806,8,0.0013906185049563646
807,8,0.0012762186815962195
808,8,0.0018022871809080243
809,8,0.002043294720351696
810,8,0.0008819986833259463
811,8,0.0014303770149126649
812,8,0.0019349857466295362
813,8,0.0017027913127094507
814,8,0.0011902851983904839
815,8,0.0018797736847773194
816,8,0.0010859101312234998
817,8,0.0010728976922109723
818,8,0.001520750462077558
819,8,0.0012812870554625988
820,8,0.0014175425749272108
821,8,0.0010701293358579278
822,8,0.001888783648610115
823,8,0.001115845749154687
824,8,0.0011388262500986457
825,8,0.0014249096857383847
826,8,0.0008906088769435883
827,8,0.0011778885964304209
828,8,0.0012295469641685486
829,8,0.0013852478004992008
830,8,0.0013211232144385576
831,8,0.0015553744742646813
832,8,0.0011416937923058867
833,8,0.00189624959602952
834,8,0.0010972662130370736
835,8,0.001564930658787489
836,8,0.0017141380812972784
837,9,0.0013050910783931613
838,9,0.0011674932902678847
839,9,0.0016859086463227868
840,9,0.0012618491891771555
841,9,0.0023349779658019543
842,9,0.0011091193882748485
843,9,0.0014201950980350375
844,9,0.0011351332068443298
845,9,0.0012492683017626405
846,9,0.0016594079788774252
847,9,0.001013120636343956
848,9,0.0013649974716827273
849,9,0.001410336815752089
850,9,0.0018244549864903092
851,9,0.0010003577917814255
852,9,0.0012634345330297947
853,9,0.0010902596404775977
854,9,0.0021390889305621386
855,9,0.0009433683007955551
856,9,0.0012465082108974457
857,9,0.0011223552282899618
858,9,0.001346353441476822
859,9,0.0016257171519100666
860,9,0.0010274896631017327
861,9,0.0009813760407269
862,9,0.001771920477040112
863,9,0.0009258619393222034
864,9,0.0013367407955229282
865,9,0.0010258122347295284
866,9,0.001891420572064817
867,9,0.001806934247724712
868,9,0.0013028557877987623
869,9,0.0018153225537389517
870,9,0.001955966930836439
871,9,0.0010311809601262212
872,9,0.0017836176557466388
873,9,0.0010688431793823838
874,9,0.001352032064460218
875,9,0.0010826089419424534
876,9,0.0012672465527430177
877,9,0.00160202756524086
878,9,0.0013465553056448698
879,9,0.0020772230345755816
880,9,0.0012953889090567827
881,9,0.001109289238229394
882,9,0.0012601794442161918
883,9,0.0011017234064638615
884,9,0.0013874951982870698
885,9,0.0012353472411632538
886,9,0.0018130833050236106
887,9,0.0016556719783693552
888,9,0.0013137353817000985
889,9,0.0011946202721446753
890,9,0.001459564664401114
891,9,0.0013179813977330923
892,9,0.0010014096042141318
893,9,0.0016881562769412994
894,9,0.0014400524087250233
895,9,0.0017689213855192065
896,9,0.0015331184258684516
897,9,0.001929210964590311
898,9,0.0012861629948019981
899,9,0.001495029078796506
900,9,0.0009284112602472305
901,9,0.0016181946266442537
902,9,0.0013586380518972874
903,9,0.0012295428896322846
904,9,0.0014955714577808976
905,9,0.0010800698073580861
906,9,0.0018003438599407673
907,9,0.0016248037572950125
908,9,0.0016750679351389408
909,9,0.001342176808975637
910,9,0.0012677075574174523
911,9,0.0017340368358418345
912,9,0.0009804158471524715
913,9,0.0013533586170524359
914,9,0.001616449560970068
915,9,0.0017644307808950543
916,9,0.0014780521159991622
917,9,0.001770807895809412
918,9,0.0011392560554668307
919,9,0.0014021005481481552
920,9,0.002114461502060294
921,9,0.001186166307888925
922,9,0.0012323405826464295
923,9,0.0012847187463194132
924,9,0.0017390549182891846
925,9,0.0018821023404598236
926,9,0.001298149349167943
927,9,0.0012990400427952409
928,9,0.001524316961877048
929,9,0.001478288322687149
930,10,0.0011963804718106985
931,10,0.0011365386890247464
932,10,0.001665123039856553
933,10,0.0016407407820224762
934,10,0.0024428335018455982
935,10,0.0008956380188465118
936,10,0.0011447108117863536
937,10,0.0009314903290942311
938,10,0.00181197642814368
939,10,0.0011404092656448483
940,10,0.00154002639465034
941,10,0.0010948056587949395
942,10,0.0010831051040440798
943,10,0.0015822160057723522
944,10,0.0012823970755562186
945,10,0.0013303589075803757
946,10,0.0018967791693285108
947,10,0.0019959162455052137
948,10,0.0008821928058750927
949,10,0.0012697457568719983
950,10,0.0013690452324226499
951,10,0.0016963346861302853
952,10,0.0013075725873932242
953,10,0.0017890954622998834
954,10,0.0012802962446585298
955,10,0.0011043116683140397
956,10,0.0010180944809690118
957,10,0.0015277803177013993
958,10,0.000865536043420434
959,10,0.0015050537185743451
960,10,0.0014740475453436375
961,10,0.0015681409277021885
962,10,0.0010306262411177158
963,10,0.0011907240841537714
964,10,0.0015771751059219241
965,10,0.0009809680050238967
966,10,0.0015035787364467978
967,10,0.00179301539901644
968,10,0.0010129509028047323
969,10,0.0023006084375083447
970,10,0.0011062996927648783
971,10,0.001512219780124724
972,10,0.0013480983907356858
973,10,0.0013428224483504891
974,10,0.0009926398051902652
975,10,0.0012559642782434821
976,10,0.0015932954847812653
977,10,0.0011498099192976952
978,10,0.0012586636003106833
979,10,0.0011881350073963404
980,10,0.0012240116484463215
981,10,0.001181980362161994
982,10,0.0011602024314925075
983,10,0.0013341675512492657
984,10,0.001773384283296764
985,10,0.0013478342443704605
986,10,0.001145492191426456
987,10,0.0014948125462979078
988,10,0.0012165086809545755
989,10,0.0011714918073266745
990,10,0.0008496296359226108
991,10,0.0008213295368477702
992,10,0.00129135197494179
993,10,0.0018244106322526932
994,10,0.0015552376862615347
995,10,0.0011740148765966296
996,10,0.001493152929469943
997,10,0.0012187031097710133
998,10,0.0014816910261288285
999,10,0.0012662553926929832
1000,10,0.0011289884569123387
1001,10,0.0016450429102405906
1002,10,0.0012257606722414494
1003,10,0.001296892878599465
1004,10,0.0014101823326200247
1005,10,0.001572806271724403
1006,10,0.0011067361338064075
1007,10,0.0013516818871721625
1008,10,0.0012157522141933441
1009,10,0.0009137756424024701
1010,10,0.0015173000283539295
1011,10,0.0015566928777843714
1012,10,0.0013587744906544685
1013,10,0.0012929108925163746
1014,10,0.0009024629835039377
1015,10,0.0016391394892707467
1016,10,0.0012058813590556383
1017,10,0.0011914175702258945
1018,10,0.0013030521804466844
1019,10,0.0014670322416350245
1020,10,0.0013614952331408858
1021,10,0.0011727620149031281
1022,10,0.0018353632185608149
1023,11,0.0009253293392248452
1024,11,0.002007454866543412
1025,11,0.0014307581586763263
1026,11,0.0009711010497994721
1027,11,0.0015980448806658387
1028,11,0.0016172954346984625
1029,11,0.0011988981859758496
1030,11,0.001234494149684906
1031,11,0.0017417107010260224
1032,11,0.0009962389012798667
1033,11,0.001183283980935812
1034,11,0.0012036293046548963
1035,11,0.0013549650320783257
1036,11,0.0013705891324207187
1037,11,0.0012381939450278878
1038,11,0.0012607345124706626
1039,11,0.0013921315548941493
1040,11,0.001608226797543466
1041,11,0.001801799749955535
1042,11,0.0016473170835524797
1043,11,0.0013027081731706858
1044,11,0.0010130468290299177
1045,11,0.0015234012389555573
1046,11,0.0014515412040054798
